Pay Period,Facility,Cost Center,Department,Statistic,Target Hours per Statistic,Productive Hours,Actual Statistic,Hours Earned,Hours per UOS, Actual Productive FTEs , Flex Productive FTEs , Flex /Actual Percentage , Actual v Flex Productive FTE Variance , Actual Non-Productive FTEs , Budget Non-Productive FTEs , Actual v Bud Non-Productive FTE Variance , Actual Total FTEs , Premium Pay Percentage , Total Salaries , Budget Cost per UoS , Actual Cost per UoS 
21,11000,2006,Recovery Room,PACU Hours,3.11,"1,982",694,"2,160", 2.86 ,24.77,27.00,109%,2.22,3.64,2.99,-0.65,28.41,6.96%,"$2,260,287","$3,348","$3,258"
21,11000,2007,Thoracic and Cardio Surg,Calendar Days,33.65,500,16,0, 31.86 ,6.24,6.60,106%,0.35,1.12,0.57,-0.55,7.36,0.00%,"$552,300","$37,205","$35,223"
21,11000,2009,Surgicenter,Surgicenter Hours,8.89,"2,659",256,"2,279", 10.37 ,33.23,28.48,86%,-4.75,4.55,3.36,-1.19,37.78,3.05%,"$2,909,643","$9,471","$11,347"
21,11000,2011,E/R Registration,ER Visits,0.48,"1,499","2,405","1,145", 0.62 ,18.74,14.31,76%,-4.42,1.70,1.50,-0.20,20.44,1.97%,"$1,560,335",$487,$649
21,11000,2012,Emergency Room,ER Visits,3.18,"8,446","2,405","7,648", 3.51 ,105.57,95.60,91%,-9.98,30.00,12.15,-17.85,135.57,5.20%,"$10,579,940","$3,829","$4,400"
21,11000,2014,Trauma,Calendar Days,52.78,806,16,0, 51.41 ,10.08,10.34,103%,0.27,1.20,1.32,0.12,11.28,0.03%,"$845,972","$55,374","$53,952"
21,11000,2016,Clinics,Visits,2.07,669,289,597, 2.31 ,8.36,7.46,89%,-0.89,2.27,0.62,-1.65,10.63,0.03%,"$797,306","$2,464","$2,759"
21,11000,2017,Family Planning Clinic,Visits,1.86,104,167,310, 0.62 ,1.30,3.88,298%,2.58,0.69,0.48,-0.21,1.99,0.00%,"$149,138","$2,668",$894
21,11000,2021,Wound Healing Center,Visits,1.39,207,137,190, 1.51 ,2.59,2.38,92%,-0.21,0.55,0.34,-0.21,3.14,0.00%,"$235,238","$1,583","$1,722"
21,11000,2026,Kidney Acquisition,Adult Discharges,0.76,613,924,704, 0.66 ,7.66,8.80,115%,1.14,1.08,0.76,-0.32,8.74,0.00%,"$655,613",$815,$710
21,11000,2027,Cancer Registry,Calendar Days,38.96,620,16,0, 39.57 ,7.76,7.64,98%,-0.12,1.41,0.73,-0.68,9.17,0.00%,"$687,450","$43,162","$43,842"
21,11000,2028,Cardiology,Test/Procedures ,0.61,"1,899","3,293","2,009", 0.58 ,23.74,25.11,106%,1.37,6.17,2.97,-3.20,29.91,4.73%,"$2,327,185",$721,$707
21,11000,2032,Cardiac Cath Lab,Test/Procedures ,8.83,"2,370",320,"2,828", 7.40 ,29.63,35.36,119%,5.73,6.94,6.51,-0.43,36.57,2.38%,"$2,795,514","$10,217","$8,727"
21,11000,2033,Mammography Center,Test/Procedures ,0.62,493,764,470, 0.65 ,6.16,5.88,95%,-0.28,1.07,0.43,-0.64,7.23,0.24%,"$543,369",$678,$711
21,11000,2036,Ophthalmic Service,Test/Procedures ,1.59,203,99,156, 2.06 ,2.54,1.95,77%,-0.58,0.04,0.47,0.43,2.58,0.00%,"$193,313","$1,510","$1,961"
21,11000,2038,Physical Medicine,Test/Procedures ,0.04,"1,852","41,311","1,793", 0.04 ,23.15,22.41,97%,-0.74,2.36,3.20,0.84,25.51,8.75%,"$2,064,862",$45,$50
21,11000,2045,Cardiac Rehabilitation,Test/Procedures ,1.22,140,139,169, 1.01 ,1.75,2.12,121%,0.36,0.09,0.30,0.21,1.84,0.00%,"$138,263","$1,202",$996
21,11000,2047,Respiratory Therapy,Weighted Procedures,0.55,"2,712","5,619","3,090", 0.48 ,33.90,38.63,114%,4.73,6.62,6.33,-0.29,40.52,0.55%,"$3,053,393",$616,$543
21,11000,2048,Pulmonary-Cardio,Test/Procedures ,1.34,193,165,221, 1.17 ,2.42,2.76,114%,0.35,0.16,0.19,0.03,2.58,0.27%,"$193,618","$1,342","$1,176"
21,11000,2051,Sleep Study,Test/Procedures ,9.48,459,68,648, 6.72 ,5.74,8.10,141%,2.36,1.84,0.89,-0.95,7.58,0.00%,"$568,238","$11,738","$8,317"
21,11000,2052,Neurology,Test/Procedures ,1.84,120,67,124, 1.79 ,1.51,1.55,103%,0.04,0.00,0.05,0.05,1.51,2.79%,"$116,025","$1,725","$1,727"
21,11000,2054,Central Sterile Supply,Adult Discharges,2.06,"2,039",924,"1,901", 2.21 ,25.48,23.76,93%,-1.72,2.15,1.99,-0.16,27.63,20.52%,"$2,464,740","$2,091","$2,667"
21,11000,2055,Pharmacy,Total Adult Days,1.10,"4,475","4,001","4,401", 1.12 ,55.94,55.01,98%,-0.93,9.11,5.71,-3.40,65.05,2.05%,"$4,964,487","$1,199","$1,241"
21,11000,2057,General Radiology,Calendar Days,47.09,706,16,0, 45.05 ,8.83,9.23,105%,0.40,2.20,1.78,-0.42,11.03,2.25%,"$842,201","$55,143","$53,712"
21,11000,2058,Diagnostic Radiology,Test/Procedures ,0.72,"2,184","3,218","2,317", 0.68 ,27.30,28.96,106%,1.66,4.68,3.46,-1.22,31.98,5.31%,"$2,507,449",$791,$779
21,11000,2059,CAT Scan,Test/Procedures ,0.87,"1,476","1,809","1,569", 0.82 ,18.46,19.61,106%,1.16,3.32,1.97,-1.35,21.78,7.38%,"$1,735,273",$960,$959
21,11000,2060,Ultrasound,Test/Procedures ,1.16,"1,056","1,033","1,198", 1.02 ,13.21,14.97,113%,1.77,1.06,1.67,0.61,14.27,3.14%,"$1,101,007","$1,175","$1,066"
21,11000,2061,Radiology Special,Test/Procedures ,5.80,"1,167",160,929, 7.29 ,14.59,11.61,80%,-2.98,0.92,1.15,0.23,15.51,11.96%,"$1,294,232","$5,780","$8,081"
21,11000,2063,Nuclear Medicine,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
21,11000,2064,Radiation Therapy,Weighted Procedures,1.61,"1,170",600,967, 1.95 ,14.62,12.09,83%,-2.53,3.22,2.73,-0.49,17.84,0.18%,"$1,339,898","$1,843","$2,232"
21,11000,2066,MRI Center,Test/Procedures ,1.40,514,489,683, 1.05 ,6.42,8.54,133%,2.12,0.71,1.34,0.63,7.13,5.30%,"$560,212","$1,454","$1,145"
21,11000,2078,Endoscopy,Test/Procedures ,4.93,"1,471",279,"1,375", 5.27 ,18.38,17.19,93%,-1.20,3.29,2.24,-1.05,21.67,2.34%,"$1,657,689","$5,449","$5,944"
21,11000,2112,OP Admin. Radiology Clerical,Total Radiology LP,0.13,90,"1,251",157, 0.07 ,1.12,1.96,175%,0.84,0.00,0.08,0.08,1.12,0.31%,"$84,525",$118,$68
21,11000,2113,OP Diagnostic Radiology,Test/Procedures ,0.80,134,354,282, 0.38 ,1.67,3.53,211%,1.86,0.59,0.12,-0.47,2.26,0.00%,"$169,463","$1,011",$479
21,11000,2114,OP Cat Scan,Test/Procedures ,0.81,61,127,102, 0.48 ,0.76,1.28,169%,0.52,0.16,0.10,-0.06,0.92,0.00%,"$68,963",$919,$545
21,11000,2115,OP Ultrasound,Test/Procedures ,0.74,196,356,263, 0.55 ,2.45,3.28,134%,0.83,0.67,0.53,-0.14,3.12,0.00%,"$234,263",$881,$658
21,11000,2117,Breast Diagnostic Services,Test/Procedures ,0.46,334,414,191, 0.81 ,4.17,2.38,57%,-1.79,0.06,0.34,0.28,4.23,1.08%,"$320,765",$438,$774
21,11000,2121,Sleep StudyAmbulatory,Test/Procedures ,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
21,11000,2131,Diabetes Management Program,Test/Procedures ,1.20,181,215,258, 0.84 ,2.26,3.22,143%,0.97,0.00,0.22,0.22,2.26,0.62%,"$170,363","$1,125",$792
21,11000,2135,Outpatient P M and R,Test/Procedures ,0.04,977,"31,388","1,205", 0.03 ,12.22,15.06,123%,2.84,0.91,1.48,0.57,13.13,0.29%,"$987,062",$39,$31
21,11000,2136,Pre-Admission Testing,Adult Discharges,0.88,600,924,810, 0.65 ,7.50,10.13,135%,2.63,1.44,1.27,-0.17,8.94,1.10%,"$676,440",$980,$732
21,11000,2156,OP Rehab Service at SJU,Test/Procedures ,0.14,314,0,0, 0.00 ,3.92,0.00,0%,-3.92,1.68,0.69,-0.99,5.60,0.00%,"$420,000",$0,$0
21,11000,4000,Nursing Administration,Calendar Days,65.64,"1,173",16,0, 74.80 ,14.66,12.86,88%,-1.80,2.59,2.05,-0.54,17.25,1.03%,"$1,305,243","$72,405","$83,243"
21,11000,4002,Staff Development,Calendar Days,51.62,727,16,0, 46.38 ,9.09,10.12,111%,1.03,4.23,1.96,-2.27,13.32,0.00%,"$998,963","$70,921","$63,709"
21,11000,4003,Central Transport,Discharges/100,157.90,"1,345",9,"1,459", 145.52 ,16.81,18.24,109%,1.43,1.56,1.47,-0.09,18.37,8.84%,"$1,488,974","$161,771","$161,144"
21,11000,4004,Nurse Residents,Calendar Days,0.39,0,16,0, 0.00 ,0.00,0.08,0%,0.08,0.62,0.42,-0.20,0.62,0.00%,"$46,500",$0,"$2,966"
21,11000,4005,Staffing Office,Calendar Days,14.60,200,16,0, 12.79 ,2.51,2.86,114%,0.36,0.67,0.25,-0.42,3.18,10.57%,"$258,071","$17,347","$16,459"
21,11000,4010,Division of OB/GYN,Calendar Days,16.56,281,16,0, 17.95 ,3.52,3.25,92%,-0.27,0.41,0.28,-0.13,3.93,0.18%,"$295,033","$17,335","$18,816"
21,11000,4013,Division of Surgery,Calendar Days,58.47,948,16,0, 60.46 ,11.85,11.46,97%,-0.39,1.51,1.10,-0.41,13.36,0.55%,"$1,006,964","$61,796","$64,220"
21,11000,4014,Division of Medicine,Calendar Days,1.11,17,16,0, 1.09 ,0.21,0.22,102%,0.00,0.00,0.00,0.00,0.21,0.00%,"$16,013","$1,044","$1,021"
21,11000,4019,Case Mangement,Calendar Days,146.30,"2,193",16,0, 139.88 ,27.42,28.68,105%,1.26,7.31,2.23,-5.08,34.73,3.30%,"$2,672,184","$173,729","$170,420"
21,11000,4020,Pediatrics / Neonatology Off,Calendar Days,1.24,22,16,0, 1.43 ,0.28,0.24,87%,-0.04,0.00,0.00,0.00,0.28,0.00%,"$21,000","$1,162","$1,339"
21,11000,4022,Admissions,Calendar Days,47.19,599,16,0, 38.20 ,7.49,9.25,124%,1.76,2.65,0.81,-1.84,10.14,0.45%,"$762,759","$59,899","$48,645"
21,11000,4023,Quality Outcomes,Calendar Days,24.75,255,16,0, 16.27 ,3.19,4.85,152%,1.66,0.17,0.68,0.51,3.36,0.00%,"$251,888","$24,440","$16,064"
21,11000,4028,Continuing Medical Education,Calendar Days,4.92,81,16,0, 5.14 ,1.01,0.96,96%,-0.04,0.11,0.18,0.07,1.12,0.00%,"$83,850","$5,116","$5,348"
21,11000,4030,Food Service,Total Adjusted Adult Days,1.26,"7,081","5,798","7,305", 1.22 ,88.52,91.32,103%,2.80,9.74,12.63,2.89,98.26,3.33%,"$7,590,226","$1,311","$1,309"
21,11000,4033,Housekeeping,1000 Net Square Feet Cleaned,0.00,0,0,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
21,11000,4034,Laundry,100 Adjusted Discharges,22.34,227,14,311, 16.31 ,2.84,3.89,137%,1.05,1.36,0.57,-0.79,4.20,3.17%,"$321,635","$30,978","$23,106"
21,11000,4046,Security,1000 Sq Ft Patrolled,20.68,"2,310",108,"2,242", 21.31 ,28.87,28.02,97%,-0.85,2.48,3.73,1.25,31.35,3.13%,"$2,419,047","$21,053","$22,314"
21,11000,4047,Safety,Calendar Days,0.00,0,16,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
21,11000,4067,Business Office,Calendar Days,19.79,315,16,0, 20.09 ,3.94,3.88,98%,-0.06,0.65,0.51,-0.14,4.59,2.36%,"$351,045","$21,612","$22,388"
21,11000,4068,OP Registration and Admin.,Calendar Days,175.30,"2,795",16,0, 178.25 ,34.94,34.36,98%,-0.58,3.88,4.37,0.49,38.82,0.38%,"$2,921,198","$182,593","$186,301"
21,11000,4073,Cashiering,Calendar Days,9.83,143,16,0, 9.14 ,1.79,1.93,107%,0.13,0.45,0.20,-0.25,2.24,0.00%,"$168,150","$11,527","$10,724"
21,11000,4098,Executive Office,Calendar Days,19.75,281,16,0, 17.90 ,3.51,3.87,110%,0.36,0.56,0.66,0.10,4.07,0.00%,"$305,175","$21,468","$19,463"
21,11000,4099,Administration,Calendar Days,10.02,186,16,0, 11.84 ,2.32,1.96,85%,-0.36,0.11,0.05,-0.06,2.43,5.61%,"$192,054","$9,837","$12,248"
21,11000,4103,Quality Management,Calendar Days,5.04,90,16,0, 5.71 ,1.12,0.99,88%,-0.13,0.00,0.31,0.31,1.12,0.00%,"$84,000","$4,726","$5,357"
21,11000,4108,Marketing,Calendar Days,0.00,0,16,0, 0.00 ,0.00,0.00,0%,0.00,0.00,0.00,0.00,0.00,0.00%,#DIV/0!,$0,$0
21,11000,4109,Development,Calendar Days,15.41,372,16,0, 23.73 ,4.65,3.02,65%,-1.63,0.34,0.34,0.00,4.99,0.00%,"$374,363","$15,502","$23,875"
21,11000,4110,Human Resources,Calendar Days,30.12,473,16,0, 30.14 ,5.91,5.90,100%,-0.01,1.80,0.43,-1.37,7.71,1.18%,"$583,332","$36,836","$37,202"
21,11000,4122,Supply Chain Management,Calendar Days,119.48,"1,950",16,0, 124.39 ,24.38,23.42,96%,-0.96,1.01,3.18,2.17,25.39,4.03%,"$1,977,932","$116,652","$126,144"
21,11000,4127,Volunteers,Calendar Days,23.60,491,16,0, 31.32 ,6.14,4.63,75%,-1.51,0.16,0.56,0.40,6.30,0.00%,"$472,425","$22,703","$30,129"
21,11000,4131,Risk Management,Calendar Days,9.88,175,16,0, 11.14 ,2.18,1.94,89%,-0.25,0.06,0.06,0.00,2.24,0.00%,"$168,300","$9,518","$10,733"
21,11000,4134,Medical Library,Calendar Days,8.61,139,16,0, 8.86 ,1.74,1.69,97%,-0.05,0.00,0.34,0.34,1.74,0.00%,"$130,200","$8,067","$8,304"
21,11000,4137,Community Services,Calendar Days,21.72,337,16,0, 21.48 ,4.21,4.26,101%,0.05,0.46,0.38,-0.08,4.67,0.00%,"$350,288","$22,590","$22,340"
21,11000,4139,Former Employees,Calendar Days,0.00,0,16,0, 0.00 ,0.00,0.00,0%,0.00,1.01,0.00,-1.01,1.01,0.00%,"$75,750",$0,"$4,831"
21,11000,4155,Service Center,Calendar Days,13.93,204,16,0, 13.04 ,2.56,2.73,107%,0.18,0.33,0.02,-0.31,2.89,0.24%,"$216,840","$14,751","$13,829"
21,11000,4159,Transfer Center,Calendar Days,6.91,232,16,0, 14.82 ,2.91,1.35,47%,-1.55,0.11,0.00,-0.11,3.02,1.39%,"$229,158","$6,725","$14,615"
21,11000,4161,Heart Failure and Transplant,Calendar Days,17.66,314,16,0, 20.00 ,3.92,3.46,88%,-0.46,0.00,0.79,0.79,3.92,0.00%,"$294,000","$16,553","$18,750"
21,11000,4164,Simulation Lab,Calendar Days,0.57,9,16,0, 0.57 ,0.11,0.11,100%,0.00,0.00,0.00,0.00,0.11,0.00%,"$8,400",$536,$536
21,11000,4167,Hospitality,Calendar Days,35.64,549,16,0, 35.04 ,6.87,6.99,102%,0.12,0.03,0.60,0.57,6.90,0.00%,"$517,275","$33,559","$32,989"
21,11000,4174,Annenberg Conference Center,Calendar Days,4.81,63,16,0, 4.00 ,0.78,0.94,120%,0.16,0.34,0.11,-0.23,1.12,0.00%,"$84,300","$6,469","$5,376"
21,11000,4205,OR Scheduling,Calendar Days,19.15,242,16,0, 15.46 ,3.03,3.75,124%,0.72,0.33,0.16,-0.17,3.36,0.00%,"$252,075","$19,912","$16,076"
21,11000,4209,Development Capital Campaign,Calendar Days,6.52,0,16,0, 0.00 ,0.00,1.28,0%,1.28,0.00,0.36,0.36,0.00,0.00%,#DIV/0!,$0,$0
21,11000,4211,Integrative Therapy,Calendar Days,0.00,47,16,0, 3.00 ,0.59,0.00,0%,-0.59,0.00,0.00,0.00,0.59,10.12%,"$48,563",$0,"$3,097"
21,11000,4250,JLL Maintenance,1000 Net Square Feet Maintained,51.93,"2,620",46,"2,410", 56.45 ,32.75,30.13,92%,-2.62,2.73,5.10,2.37,35.48,4.93%,"$2,781,838","$52,743","$59,940"
21,11000,4401,Interns and Residents,Calendar Days,9.91,275,16,0, 17.52 ,3.43,1.94,57%,-1.49,0.00,0.04,0.04,3.43,0.10%,"$257,775","$9,289","$16,440"
21,11000,4402,Internal Medicine Residents,Calendar Days,319.75,"5,322",16,0, 339.41 ,66.52,62.67,94%,-3.85,0.00,0.26,0.26,66.52,0.15%,"$4,996,688","$299,768","$318,666"
21,11000,4403,Nephrology Fellows,Calendar Days,6.85,90,16,0, 5.71 ,1.12,1.34,120%,0.22,0.00,0.00,0.00,1.12,0.00%,"$84,000","$6,423","$5,357"
21,11000,4404,Cardiovascular Fellows,Calendar Days,74.85,"1,183",16,0, 75.46 ,14.79,14.67,99%,-0.12,0.00,0.03,0.03,14.79,0.00%,"$1,109,325","$70,171","$70,748"
21,11000,4405,Interventional Cardio Fellows,Calendar Days,12.00,188,16,0, 12.00 ,2.35,2.35,100%,0.00,0.00,0.00,0.00,2.35,0.00%,"$176,400","$11,250","$11,250"
21,11000,4406,Clinical Cardiac EP Fellows,Calendar Days,6.29,99,16,0, 6.29 ,1.23,1.23,100%,0.00,0.00,0.00,0.00,1.23,0.00%,"$92,400","$5,893","$5,893"
21,11000,4407,Pulm Critical Care Fellows,Calendar Days,34.29,538,16,0, 34.29 ,6.72,6.72,100%,0.00,0.00,0.00,0.00,6.72,0.00%,"$504,000","$32,143","$32,143"
21,11000,4408,Colorectal Surgery Fellows,Calendar Days,6.29,99,16,0, 6.29 ,1.23,1.23,100%,0.00,0.00,0.00,0.00,1.23,0.00%,"$92,400","$5,893","$5,893"
21,11000,4409,Hematology_Oncology Fellows,Calendar Days,35.20,627,16,0, 40.00 ,7.84,6.90,88%,-0.94,0.00,0.21,0.21,7.84,0.00%,"$588,000","$33,004","$37,500"
21,11000,4410,Gastroenterology Fellows,Calendar Days,35.43,556,16,0, 35.43 ,6.94,6.94,100%,0.00,0.00,0.00,0.00,6.94,0.00%,"$520,800","$33,214","$33,214"
21,11000,4411,General Surgery Residents,Calendar Days,95.36,"1,656",16,0, 105.59 ,20.70,18.69,90%,-2.00,0.00,0.21,0.21,20.70,1.23%,"$1,571,325","$89,401","$100,212"
21,11000,4412,Obstetrics Gyn Residents,Calendar Days,98.10,"1,568",16,0, 100.02 ,19.60,19.23,98%,-0.38,0.00,0.50,0.50,19.60,0.00%,"$1,470,263","$91,973","$93,767"
21,11000,4413,Family Medicine Residents,Calendar Days,34.29,538,16,0, 34.29 ,6.72,6.72,100%,0.00,0.00,0.00,0.00,6.72,0.00%,"$504,000","$32,143","$32,143"
21,11000,4414,Inrotator Residents,Calendar Days,0.00,4,16,0, 0.29 ,0.06,0.00,0%,-0.06,0.00,0.00,0.00,0.06,0.00%,"$4,200",$0,$268
21,12000,1003,Delivery Rooms,Equivalent Patient Days,20.17,"5,041",237,"4,789", 21.23 ,63.01,59.86,95%,-3.15,9.65,12.30,2.65,72.66,0.28%,"$5,462,478","$21,804","$23,006"
21,12000,1005,Perinatal Testing Center,Test/Procedures ,0.81,386,429,348, 0.90 ,4.82,4.35,90%,-0.47,0.93,1.23,0.30,5.75,0.00%,"$431,213",$906,"$1,005"
21,12000,1007,Intensive Care Nursery,Equivalent Patient Days,17.19,723,31,539, 23.04 ,9.03,6.74,75%,-2.30,0.97,0.61,-0.36,10.00,0.00%,"$750,263","$17,844","$23,924"
21,12000,1013,Cardiac Thoracic ICU,Equivalent Patient Days,18.64,"3,034",186,"3,465", 16.32 ,37.92,43.31,114%,5.40,6.80,10.16,3.36,44.72,1.17%,"$3,387,314","$20,606","$18,219"
21,12000,1027,3 East,Equivalent Patient Days,9.37,"4,107",492,"4,608", 8.35 ,51.34,57.61,112%,6.27,12.09,11.89,-0.20,63.43,1.56%,"$4,817,010","$10,856","$9,797"
21,12000,1035,Nursing Resource Team,Total Adult Days,0.00,-4,"2,483",0,(0.00),-0.06,0.00,0%,0.06,1.58,0.00,-1.58,1.52,0.00%,"$114,300",$0,$46
21,12000,1037,NPPA,Total Adult Days,0.39,726,"2,483",977, 0.29 ,9.07,12.22,135%,3.15,2.79,2.03,-0.76,11.86,0.00%,"$889,650",$483,$358
21,12000,1048,4 West Surgical,Equivalent Patient Days,7.50,562,63,470, 8.96 ,7.02,5.88,84%,-1.14,0.00,0.00,0.00,7.02,0.40%,"$528,675","$7,031","$8,429"
21,12000,1049,One on One Staffing,Total Adult Days,0.20,"1,150","2,483",507, 0.46 ,14.37,6.33,44%,-8.04,0.00,0.42,0.42,14.37,35.89%,"$1,464,986",$191,$590
21,12000,1051,IV Team,Total Adult Days,0.21,428,"2,483",514, 0.17 ,5.35,6.43,120%,1.08,1.90,1.04,-0.86,7.25,0.19%,"$544,637",$263,$219
21,12000,1052,Monitor Techs,Calendar Days,49.06,975,16,0, 62.21 ,12.19,9.62,79%,-2.58,4.41,2.21,-2.20,16.60,5.40%,"$1,294,560","$62,633","$82,561"
21,12000,1054,PCP 3A,Equivalent Patient Days,9.62,"4,050",455,"4,375", 8.91 ,50.62,54.68,108%,4.06,11.07,11.34,0.27,61.69,3.01%,"$4,741,184","$10,992","$10,427"
21,12000,1055,PCP 4A,Equivalent Patient Days,9.27,"3,833",451,"4,185", 8.49 ,47.91,52.32,109%,4.41,6.77,5.99,-0.78,54.68,6.31%,"$4,327,682","$9,922","$9,588"
21,12000,1056,PCP 4B,Equivalent Patient Days,8.52,"3,113",381,"3,245", 8.17 ,38.91,40.57,104%,1.66,7.99,8.40,0.41,46.90,1.27%,"$3,554,487","$9,630","$9,334"
21,12000,1057,PCU,Equivalent Patient Days,11.70,"2,252",198,"2,320", 11.36 ,28.15,29.00,103%,0.85,6.36,5.63,-0.73,34.51,4.19%,"$2,676,731","$13,451","$13,502"
21,12000,2005,Operating Room,OR Hours,7.56,"4,926",651,"4,921", 7.57 ,61.58,61.51,100%,-0.07,9.40,12.10,2.70,70.98,8.97%,"$5,737,315","$8,173","$8,818"
21,12000,2006,Recovery Room,PACU Hours,1.46,906,691,"1,010", 1.31 ,11.32,12.62,111%,1.30,1.22,2.09,0.87,12.54,7.03%,"$1,000,413","$1,518","$1,448"
21,12000,2007,Thoracic and Cardio Surg,Calendar Days,10.92,84,16,0, 5.34 ,1.05,2.14,204%,1.09,0.11,0.23,0.12,1.16,0.00%,"$86,738","$11,310","$5,532"
21,12000,2008,Ambulatory Surgery,Total Adult Days,0.42,988,"2,483","1,035", 0.40 ,12.35,12.93,105%,0.58,2.45,2.47,0.02,14.80,0.02%,"$1,110,069",$468,$447
21,12000,2011,E/R Registration,ER Visits,0.53,883,"1,622",855, 0.54 ,11.04,10.69,97%,-0.35,1.75,0.73,-1.02,12.79,4.52%,"$996,575",$573,$615
21,12000,2012,Emergency Room,ER Visits,2.77,"4,871","1,622","4,486", 3.00 ,60.89,56.07,92%,-4.82,12.59,10.85,-1.74,73.48,1.25%,"$5,568,435","$3,129","$3,434"
21,12000,2014,Trauma,Calendar Days,28.82,336,16,0, 21.43 ,4.20,5.65,134%,1.45,1.96,0.37,-1.59,6.16,0.00%,"$462,000","$39,622","$29,464"
21,12000,2021,Wound Healing Center,Visits,1.03,261,293,301, 0.89 ,3.27,3.76,115%,0.50,0.96,0.29,-0.67,4.23,0.25%,"$317,521","$1,244","$1,082"
21,12000,2027,Cancer Registry,Calendar Days,9.31,176,16,0, 11.21 ,2.20,1.82,83%,-0.37,0.04,0.33,0.29,2.24,0.00%,"$167,850","$8,882","$10,705"
21,12000,2028,Cardiology,Test/Procedures ,0.31,522,"1,661",515, 0.31 ,6.53,6.44,99%,-0.09,0.29,1.12,0.83,6.82,1.59%,"$519,107",$304,$313
21,12000,2032,Cardiac Cath Lab,Test/Procedures ,9.15,"1,527",194,"1,773", 7.88 ,19.08,22.16,116%,3.08,3.83,1.91,-1.92,22.91,1.16%,"$1,735,016","$10,300","$8,954"
21,12000,2033,Mammography Center,Test/Procedures ,0.41,361,"1,058",438, 0.34 ,4.52,5.47,121%,0.95,1.86,0.91,-0.95,6.38,0.33%,"$479,503",$547,$453
21,12000,2038,Physical Medicine,Test/Procedures ,0.04,"1,488","32,318","1,428", 0.05 ,18.61,17.85,96%,-0.75,2.24,2.20,-0.04,20.85,2.96%,"$1,604,695",$46,$50
21,12000,2045,Cardiac Rehabilitation,Test/Procedures ,1.37,182,155,212, 1.18 ,2.28,2.65,116%,0.37,0.80,0.97,0.17,3.08,0.00%,"$230,625","$1,736","$1,492"
21,12000,2047,Respiratory Therapy,Weighted Procedures,0.62,"1,475","2,105","1,305", 0.70 ,18.44,16.32,88%,-2.12,2.83,2.10,-0.73,21.27,8.33%,"$1,710,243",$670,$812
21,12000,2048,Pulmonary-Cardio,Test/Procedures ,1.00,213,143,143, 1.48 ,2.66,1.79,67%,-0.87,0.60,0.13,-0.47,3.26,0.00%,"$244,500","$1,148","$1,705"
21,12000,2051,Sleep Study,Test/Procedures ,8.96,627,69,622, 9.03 ,7.84,7.78,99%,-0.06,0.22,0.58,0.36,8.06,0.09%,"$605,010","$8,636","$8,713"
21,12000,2052,Neurology,Test/Procedures ,2.22,358,193,428, 1.86 ,4.48,5.35,119%,0.87,0.61,0.77,0.16,5.09,1.17%,"$385,416","$2,365","$2,001"
21,12000,2054,Central Sterile Supply,Adult Discharges,2.90,"1,581",694,"2,012", 2.28 ,19.77,25.15,127%,5.38,1.52,1.24,-0.28,21.29,14.28%,"$1,808,386","$2,925","$2,604"
21,12000,2055,Pharmacy,Total Adult Days,1.43,"3,260","2,483","3,559", 1.31 ,40.75,44.49,109%,3.74,4.29,6.01,1.72,45.04,5.17%,"$3,536,223","$1,485","$1,424"
21,12000,2057,General Radiology,Calendar Days,31.57,416,16,0, 26.50 ,5.19,6.19,119%,0.99,0.43,0.96,0.53,5.62,0.19%,"$422,527","$32,051","$26,947"
21,12000,2058,Diagnostic Radiology,Test/Procedures ,0.73,"1,473","2,028","1,481", 0.73 ,18.41,18.51,101%,0.10,2.44,3.10,0.66,20.85,0.86%,"$1,575,573",$775,$777
21,12000,2059,CAT Scan,Test/Procedures ,0.66,987,"1,615","1,058", 0.61 ,12.34,13.23,107%,0.89,1.83,2.33,0.50,14.17,3.11%,"$1,091,357",$705,$676
21,12000,2060,Ultrasound,Test/Procedures ,0.80,645,823,659, 0.78 ,8.07,8.23,102%,0.16,1.34,0.27,-1.07,9.41,6.32%,"$743,815",$875,$904
21,12000,2061,Radiology Special,Test/Procedures ,5.65,723,123,696, 5.87 ,9.04,8.70,96%,-0.34,1.87,1.94,0.07,10.91,4.65%,"$849,569","$6,393","$6,896"
21,12000,2063,Nuclear Medicine,Test/Procedures ,2.30,213,87,201, 2.43 ,2.66,2.51,95%,-0.14,0.00,0.29,0.29,2.66,2.24%,"$203,700","$2,157","$2,332"
21,12000,2064,Radiation Therapy,Weighted Procedures,1.87,663,506,944, 1.31 ,8.28,11.81,143%,3.52,3.59,0.76,-2.83,11.87,1.62%,"$900,659","$2,509","$1,781"
21,12000,2065,Oncology,Test/Procedures ,3.93,727,280,"1,102", 2.60 ,9.09,13.77,151%,4.68,5.30,1.88,-3.42,14.39,0.39%,"$1,081,865","$5,839","$3,864"
